Ano;Referencia;UF;População prisional_total;Pessoas privadas de liberdade por faixa etaria_18 a 24 anos;pessoas privadas de liberdade por faixa etaria_25 a 29 anos;pessoas privadas de liberdade por faixa etaria_30 a 34 anos;pessoas privadas de liberdade por faixa etaria_35 a 45 anos;pessoas privadas de liberdade por faixa etaria_46 a 60 anos;pessoas privadas de liberdade por faixa etaria_61 a 70 anos;pessoas privadas de liberdade por faixa etaria_Mais de 70 anos;Pessoas privadas de liberdade por cor de pele_Branca;Pessoas privadas de liberdade por cor de pele_Preta;Pessoas privadas de liberdade por cor de pele_Parda;Pessoas privadas de liberdade por cor de pele_Amarela;Pessoas privadas de liberdade por cor de pele_Indigena;Crimes contra o patrimonio | Furto simples (Art. 155) | Total;Crimes contra o patrimonio | Furto qualificado;Crimes contra o patrimonio | Roubo simples (Art. 157);Crimes contra o patrimonio | Roubo qualificado;Crimes contra o patrimonio | Latrocinio;Crimes contra o patrimonio | Extorsao;Crimes contra o patrimonio | Extorsao mediante sequestro;Crimes contra o patrimonio | Apropriacao indebita;Crimes contra o patrimonio | Apropriacao indebita previdenciaria;Crimes contra o patrimonio | Estelionato;Crimes contra o patrimonio | Receptacao;Crimes contra o patrimonio | Receptacao qualificada;Trafico de drogas;Associacao para o trafico;Trafico internacional de drogas
2024;2024/2;PR;195;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;278;54.0;51.0;52.0;73.0;37.0;9.0;2.0;134.0;28.0;108.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;154;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;147;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;26.0;86.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;188;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;289;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;63;16.0;9.0;15.0;17.0;6.0;0.0;0.0;7.0;7.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;43;2.0;5.0;9.0;11.0;4.0;0.0;0.0;11.0;6.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;352;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;92;16.0;17.0;20.0;27.0;12.0;0.0;0.0;15.0;4.0;13.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;145;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;138;21.0;27.0;21.0;36.0;27.0;5.0;1.0;21.0;2.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;99;21.0;15.0;19.0;27.0;12.0;1.0;0.0;31.0;8.0;47.0;1.0;2.0;1.0;0.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;63.0;13.0;0.0
2024;2024/2;PR;485;71.0;113.0;106.0;117.0;72.0;6.0;0.0;220.0;30.0;113.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;57;11.0;18.0;7.0;14.0;5.0;2.0;0.0;15.0;2.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;37;2.0;5.0;7.0;10.0;9.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;58;10.0;10.0;10.0;14.0;14.0;0.0;0.0;24.0;3.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;115;28.0;24.0;22.0;23.0;15.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;64;15.0;14.0;11.0;13.0;9.0;2.0;0.0;36.0;7.0;16.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;72;10.0;13.0;10.0;24.0;12.0;3.0;0.0;32.0;28.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;105;1.0;29.0;20.0;35.0;17.0;3.0;0.0;40.0;6.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;126;28.0;19.0;28.0;30.0;16.0;1.0;0.0;0.0;27.0;91.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;252;10.0;13.0;20.0;22.0;12.0;0.0;0.0;50.0;13.0;14.0;0.0;0.0;1.0;1.0;0.0;6.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.0;0.0;0.0
2024;2024/2;PR;71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;158;33.0;34.0;35.0;43.0;10.0;2.0;1.0;30.0;10.0;30.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;50;0.0;14.0;28.0;7.0;1.0;0.0;0.0;5.0;6.0;39.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;0.0
2024;2024/2;PR;130;17.0;22.0;19.0;41.0;24.0;7.0;0.0;68.0;2.0;44.0;0.0;1.0;19.0;3.0;5.0;7.0;0.0;1.0;0.0;0.0;0.0;2.0;7.0;0.0;19.0;11.0;0.0
2024;2024/2;PR;156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;68;3.0;11.0;18.0;21.0;13.0;2.0;0.0;27.0;11.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;142;6.0;10.0;19.0;39.0;45.0;19.0;4.0;60.0;4.0;77.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;96;6.0;14.0;15.0;32.0;20.0;4.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;90;15.0;12.0;20.0;19.0;15.0;8.0;1.0;40.0;15.0;27.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;70;13.0;16.0;10.0;14.0;8.0;1.0;0.0;40.0;20.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;45;4.0;7.0;7.0;13.0;12.0;2.0;0.0;21.0;3.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;256;13.0;14.0;10.0;16.0;9.0;0.0;0.0;21.0;3.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;781;153.0;208.0;146.0;199.0;66.0;8.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;98;3.0;11.0;25.0;44.0;10.0;5.0;0.0;81.0;3.0;9.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;92;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;93;19.0;13.0;12.0;25.0;21.0;2.0;1.0;36.0;2.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;152;30.0;33.0;24.0;41.0;21.0;3.0;0.0;72.0;5.0;73.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;176;13.0;18.0;14.0;21.0;2.0;2.0;1.0;37.0;5.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;453;113.0;95.0;97.0;105.0;41.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;170;37.0;27.0;27.0;46.0;33.0;0.0;0.0;59.0;7.0;59.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;228;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;1180;235.0;293.0;227.0;300.0;109.0;14.0;2.0;469.0;145.0;496.0;10.0;0.0;282.0;10.0;267.0;97.0;13.0;6.0;0.0;2.0;0.0;8.0;115.0;0.0;488.0;25.0;0.0
2024;2024/2;PR;763;14.0;50.0;91.0;267.0;311.0;30.0;0.0;300.0;21.0;121.0;5.0;0.0;65.0;0.0;144.0;0.0;0.0;3.0;3.0;1.0;0.0;1.0;36.0;0.0;84.0;4.0;0.0
2024;2024/2;PR;704;90.0;122.0;129.0;210.0;74.0;14.0;3.0;280.0;70.0;285.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;1740;334.0;379.0;373.0;460.0;168.0;22.0;4.0;486.0;50.0;186.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;1039;210.0;281.0;270.0;220.0;54.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;17996;1994.0;3817.0;3581.0;5065.0;2643.0;557.0;251.0;7754.0;1152.0;5708.0;138.0;68.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;117;10.0;10.0;16.0;46.0;33.0;2.0;0.0;51.0;12.0;37.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;194;6.0;26.0;30.0;34.0;53.0;18.0;3.0;82.0;18.0;55.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;441;40.0;110.0;108.0;120.0;61.0;2.0;0.0;160.0;48.0;138.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;138;21.0;23.0;29.0;22.0;17.0;1.0;0.0;31.0;25.0;52.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;406;28.0;66.0;113.0;120.0;62.0;8.0;9.0;206.0;25.0;172.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;350;15.0;78.0;77.0;96.0;65.0;18.0;1.0;179.0;51.0;119.0;1.0;0.0;39.0;60.0;25.0;96.0;15.0;5.0;0.0;0.0;0.0;4.0;36.0;0.0;154.0;26.0;1.0
2024;2024/2;PR;455;26.0;57.0;62.0;72.0;74.0;129.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;2549;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1904.0;149.0;496.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;39222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;1256;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;803;114.0;191.0;157.0;188.0;111.0;36.0;6.0;413.0;23.0;365.0;2.0;0.0;28.0;31.0;30.0;60.0;;3.0;;;2.0;3.0;;;278.0;142.0;
2024;2024/2;PR;3284;699.0;588.0;335.0;135.0;37.0;0.0;0.0;187.0;508.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;231;53.0;46.0;43.0;47.0;39.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;570;81.0;141.0;132.0;165.0;50.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;935;129.0;196.0;214.0;246.0;129.0;18.0;3.0;0.0;327.0;0.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;789;93.0;197.0;184.0;202.0;93.0;16.0;4.0;428.0;160.0;192.0;6.0;3.0;260.0;0.0;0.0;130.0;1.0;1.0;0.0;3.0;0.0;5.0;20.0;0.0;262.0;0.0;0.0
2024;2024/2;PR;1424;18.0;59.0;605.0;602.0;122.0;17.0;1.0;483.0;125.0;815.0;0.0;1.0;32.0;55.0;92.0;2.0;0.0;5.0;6.0;3.0;0.0;7.0;12.0;5.0;367.0;251.0;42.0
2024;2024/2;PR;574;66.0;140.0;123.0;179.0;60.0;6.0;0.0;229.0;25.0;87.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;1770;223.0;447.0;427.0;504.0;153.0;15.0;1.0;891.0;78.0;342.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;1246;186.0;349.0;301.0;309.0;94.0;6.0;1.0;375.0;106.0;343.0;0.0;0.0;293.0;0.0;474.0;0.0;0.0;6.0;2.0;0.0;0.0;14.0;201.0;0.0;507.0;77.0;492.0
2024;2024/2;PR;521;65.0;151.0;132.0;145.0;27.0;1.0;0.0;315.0;57.0;146.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;1028;35.0;102.0;156.0;327.0;289.0;81.0;38.0;287.0;60.0;186.0;10.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;831;124.0;205.0;209.0;213.0;71.0;6.0;3.0;340.0;69.0;418.0;2.0;2.0;174.0;135.0;20.0;314.0;44.0;6.0;0.0;0.0;0.0;11.0;136.0;6.0;483.0;95.0;3.0
2024;2024/2;PR;1361;176.0;349.0;321.0;370.0;124.0;16.0;5.0;0.0;0.0;0.0;0.0;0.0;268.0;83.0;383.0;0.0;0.0;5.0;4.0;2.0;0.0;10.0;173.0;0.0;509.0;124.0;63.0
2024;2024/2;PR;315;19.0;64.0;59.0;99.0;61.0;12.0;1.0;77.0;65.0;149.0;0.0;0.0;12.0;;59.0;;;1.0;1.0;;;;1.0;;93.0;3.0;
2024;2024/2;PR;779;46.0;156.0;173.0;215.0;123.0;42.0;24.0;304.0;58.0;220.0;4.0;0.0;132.0;63.0;314.0;176.0;47.0;8.0;2.0;0.0;0.0;9.0;64.0;2.0;193.0;35.0;3.0
2024;2024/2;PR;1132;154.0;303.0;299.0;270.0;99.0;5.0;2.0;403.0;110.0;383.0;6.0;0.0;45.0;265.0;31.0;462.0;75.0;13.0;2.0;2.0;0.0;3.0;84.0;0.0;830.0;39.0;0.0
2024;2024/2;PR;1087;176.0;268.0;257.0;284.0;95.0;7.0;0.0;386.0;94.0;344.0;3.0;0.0;30.0;225.0;115.0;259.0;48.0;12.0;3.0;1.0;0.0;8.0;62.0;2.0;540.0;18.0;0.0
2024;2024/2;PR;506;47.0;145.0;128.0;140.0;34.0;6.0;0.0;465.0;33.0;2.0;0.0;0.0;85.0;132.0;100.0;235.0;80.0;4.0;0.0;1.0;3.0;15.0;22.0;84.0;270.0;90.0;40.0
2024;2024/2;PR;702;50.0;145.0;194.0;270.0;41.0;2.0;0.0;471.0;56.0;162.0;1.0;0.0;131.0;28.0;245.0;107.0;38.0;12.0;2.0;3.0;0.0;1.0;51.0;1.0;351.0;86.0;172.0
2024;2024/2;PR;1276;141.0;354.0;311.0;392.0;74.0;4.0;0.0;637.0;65.0;227.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;238;18.0;45.0;40.0;35.0;76.0;20.0;4.0;169.0;27.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;525;60.0;83.0;170.0;155.0;37.0;15.0;5.0;280.0;55.0;183.0;7.0;0.0;90.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;200.0;50.0;0.0
2024;2024/2;PR;256;31.0;49.0;49.0;64.0;57.0;6.0;0.0;117.0;39.0;94.0;6.0;0.0;14.0;28.0;24.0;38.0;8.0;4.0;0.0;0.0;0.0;3.0;14.0;0.0;15.0;10.0;4.0
2024;2024/2;PR;495;41.0;106.0;118.0;158.0;62.0;8.0;2.0;249.0;36.0;161.0;10.0;0.0;18.0;35.0;36.0;54.0;19.0;3.0;5.0;0.0;0.0;8.0;18.0;0.0;212.0;105.0;4.0
2024;2024/2;PR;509;39.0;113.0;112.0;132.0;83.0;19.0;11.0;295.0;28.0;180.0;4.0;2.0;116.0;206.0;58.0;247.0;51.0;5.0;3.0;1.0;0.0;11.0;61.0;2.0;356.0;71.0;0.0
2024;2024/2;PR;415;49.0;78.0;76.0;130.0;67.0;15.0;0.0;205.0;33.0;174.0;0.0;0.0;12.0;61.0;10.0;79.0;26.0;1.0;1.0;0.0;0.0;2.0;47.0;1.0;40.0;29.0;0.0
2024;2024/2;PR;450;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2024;2024/2;PR;125;0.0;4.0;12.0;74.0;31.0;0.0;0.0;20.0;23.0;61.0;0.0;0.0;0.0;10.0;4.0;6.0;89.0;1.0;7.0;0.0;0.0;11.0;21.0;6.0;125.0;45.0;5.0
2024;2024/2;RJ;125;0.0;0.0;8.0;41.0;67.0;9.0;0.0;67.0;9.0;41.0;1.0;1.0;;;;;;;;;;;;;;;
2024;2024/2;RJ;1337;339.0;260.0;237.0;356.0;141.0;2.0;2.0;325.0;308.0;638.0;2.0;7.0;;;;;;;;;;;;;;;
2024;2024/2;RJ;165;0.0;0.0;0.0;0.0;0.0;150.0;15.0;67.0;18.0;80.0;0.0;0.0;5.0;0.0;3.0;4.0;0.0;3.0;0.0;0.0;0.0;6.0;4.0;0.0;6.0;0.0;0.0
2024;2024/2;RJ;594;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024;2024/2;RJ;717;221.0;219.0;125.0;117.0;31.0;2.0;1.0;152.0;232.0;312.0;4.0;0.0;;;;;;;;;;;;;;;
2024;2024/2;RJ;340;163.0;68.0;52.0;29.0;28.0;0.0;0.0;103.0;85.0;151.0;1.0;0.0;;;;;;;;;;;;;;;
2024;2024/2;RJ;869;154.0;200.0;201.0;195.0;119.0;0.0;0.0;224.0;210.0;381.0;0.0;0.0;;;;;;;;;;;;;;;
2024;2024/2;RJ;1650;392.0;302.0;328.0;424.0;199.0;5.0;0.0;365.0;390.0;796.0;0.0;3.0;;;;;;;;;;;;;;;
2024;2024/2;RJ;1156;184.0;243.0;254.0;317.0;153.0;3.0;2.0;;;;;;;;;;;;;;;;;;;;
2024;2024/2;RJ;508;38.0;73.0;88.0;174.0;117.0;18.0;0.0;188.0;107.0;206.0;0.0;1.0;38.0;15.0;40.0;76.0;22.0;7.0;3.0;1.0;0.0;5.0;10.0;0.0;156.0;82.0;2.0
2024;2024/2;RJ;996;607.0;198.0;93.0;75.0;20.0;0.0;0.0;144.0;268.0;526.0;2.0;0.0;;;;;;;;;;;;;;;
2024;2024/2;RJ;533;119.0;178.0;122.0;59.0;42.0;13.0;0.0;;;;;;;;;;;;;;;;;;;;
2024;2024/2;RJ;1152;151.0;172.0;194.0;421.0;206.0;6.0;2.0;340.0;263.0;490.0;1.0;0.0;;;;;;;;;;;;;;;
2024;2024/2;RJ;1897;213.0;406.0;402.0;582.0;293.0;1.0;0.0;462.0;467.0;879.0;1.0;0.0;;;;;;;;;;;;;;;
2024;2024/2;RJ;796;57.0;89.0;113.0;249.0;210.0;60.0;17.0;273.0;200.0;292.0;3.0;0.0;46.0;1.0;48.0;13.0;9.0;5.0;1.0;0.0;0.0;5.0;1.0;0.0;112.0;4.0;7.0
2024;2024/2;RJ;791;355.0;215.0;115.0;85.0;21.0;0.0;0.0;260.0;199.0;178.0;154.0;0.0;;;;;;;;;;;;;;;
2024;2024/2;RJ;1554;417.0;520.0;325.0;251.0;40.0;1.0;0.0;270.0;505.0;735.0;1.0;0.0;;;;;;;;;;;;;;;
2024;2024/2;RJ;56;0.0;2.0;5.0;18.0;20.0;9.0;2.0;38.0;2.0;16.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
2024;2024/2;RJ;1261;337.0;243.0;224.0;314.0;132.0;0.0;0.0;273.0;321.0;583.0;5.0;4.0;88.0;101.0;126.0;151.0;0.0;25.0;0.0;0.0;0.0;25.0;0.0;0.0;167.0;0.0;0.0
2024;2024/2;RJ;101;0.0;0.0;0.0;5.0;22.0;54.0;20.0;46.0;17.0;38.0;0.0;0.0;;;;;;;;;;;;;;;
2024;2024/2;RJ;8374;844.0;1737.0;1576.0;2381.0;1347.0;297.0;70.0;;;;;;;;;;;;;;;;;;;;
2024;2024/2;RJ;55;28.0;10.0;11.0;5.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;
2024;2024/2;RJ;121;13.0;19.0;17.0;39.0;30.0;2.0;1.0;29.0;48.0;37.0;0.0;0.0;;;;;;;;;;;;;;;
2024;2024/2;RJ;65;4.0;15.0;10.0;20.0;14.0;2.0;0.0;20.0;17.0;26.0;0.0;0.0;;;;;;;;;;;;;;;
