Ano;Referencia;UF;População prisional_total;Pessoas privadas de liberdade por faixa etaria_18 a 24 anos;pessoas privadas de liberdade por faixa etaria_25 a 29 anos;pessoas privadas de liberdade por faixa etaria_30 a 34 anos;pessoas privadas de liberdade por faixa etaria_35 a 45 anos;pessoas privadas de liberdade por faixa etaria_46 a 60 anos;pessoas privadas de liberdade por faixa etaria_61 a 70 anos;pessoas privadas de liberdade por faixa etaria_Mais de 70 anos;Pessoas privadas de liberdade por cor de pele_Branca;Pessoas privadas de liberdade por cor de pele_Preta;Pessoas privadas de liberdade por cor de pele_Parda;Pessoas privadas de liberdade por cor de pele_Amarela;Pessoas privadas de liberdade por cor de pele_Indigena;Crimes contra o patrimonio | Furto simples (Art. 155) | Total;Crimes contra o patrimonio | Furto qualificado;Crimes contra o patrimonio | Roubo simples (Art. 157);Crimes contra o patrimonio | Roubo qualificado;Crimes contra o patrimonio | Latrocinio;Crimes contra o patrimonio | Extorsao;Crimes contra o patrimonio | Extorsao mediante sequestro;Crimes contra o patrimonio | Apropriacao indebita;Crimes contra o patrimonio | Apropriacao indebita previdenciaria;Crimes contra o patrimonio | Estelionato;Crimes contra o patrimonio | Receptacao;Crimes contra o patrimonio | Receptacao qualificada;Trafico de drogas;Associacao para o trafico;Trafico internacional de drogas
2024;2024/2;SP;1059;230.0;201.0;167.0;306.0;140.0;13.0;2.0;439.0;147.0;473.0;;;87.0;86.0;49.0;48.0;8.0;2.0;;;;6.0;14.0;2.0;463.0;;
2024;2024/2;SP;624;177.0;126.0;124.0;141.0;51.0;5.0;;374.0;52.0;198.0;;;42.0;34.0;44.0;54.0;0.0;0.0;0.0;0.0;0.0;9.0;10.0;0.0;222.0;65.0;0.0
2024;2024/2;SP;731;101.0;135.0;120.0;203.0;140.0;22.0;10.0;379.0;53.0;299.0;0.0;0.0;;;;;;;;;;;;;;;
2024;2024/2;SP;723;66.0;131.0;153.0;242.0;119.0;12.0;0.0;258.0;82.0;383.0;0.0;0.0;90.0;0.0;128.0;0.0;2.0;1.0;0.0;2.0;0.0;25.0;3.0;0.0;246.0;175.0;0.0
2024;2024/2;SP;1313;128.0;245.0;268.0;478.0;173.0;14.0;7.0;477.0;172.0;664.0;0.0;0.0;114.0;40.0;230.0;53.0;8.0;7.0;0.0;0.0;0.0;10.0;16.0;0.0;603.0;13.0;0.0
2024;2024/2;SP;2180;686.0;654.0;600.0;152.0;66.0;20.0;2.0;1024.0;284.0;872.0;0.0;0.0;260.0;174.0;500.0;426.0;18.0;;2.0;86.0;;12.0;;;425.0;;
2024;2024/2;SP;2894;715.0;902.0;712.0;369.0;161.0;32.0;3.0;1302.0;586.0;1006.0;0.0;0.0;315.0;404.0;118.0;828.0;21.0;0.0;15.0;0.0;0.0;30.0;34.0;0.0;730.0;0.0;0.0
2024;2024/2;SP;147;12.0;23.0;28.0;50.0;32.0;2.0;;49.0;20.0;77.0;1.0;;10.0;;;25.0;3.0;6.0;;;;;;;73.0;;8.0
2024;2024/2;SP;2280;651.0;435.0;436.0;568.0;165.0;19.0;6.0;356.0;219.0;1705.0;0.0;0.0;133.0;165.0;189.0;839.0;26.0;7.0;6.0;2.0;0.0;12.0;18.0;47.0;574.0;11.0;0.0
2024;2024/2;SP;852;41.0;136.0;195.0;374.0;95.0;10.0;1.0;205.0;81.0;566.0;0.0;0.0;8.0;27.0;6.0;221.0;52.0;9.0;14.0;0.0;0.0;0.0;0.0;0.0;427.0;15.0;0.0
2024;2024/2;SP;952;32.0;109.0;169.0;434.0;197.0;9.0;2.0;365.0;103.0;484.0;0.0;0.0;13.0;110.0;15.0;294.0;29.0;14.0;16.0;;;5.0;6.0;3.0;305.0;33.0;6.0
2024;2024/2;SP;276;9.0;29.0;35.0;90.0;83.0;30.0;0.0;138.0;23.0;115.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0
2024;2024/2;SP;245;3.0;13.0;35.0;69.0;102.0;22.0;1.0;103.0;33.0;108.0;0.0;1.0;;;;3.0;;;;;;;;;3.0;;
2024;2024/2;SP;66;2.0;7.0;6.0;27.0;19.0;5.0;0.0;34.0;6.0;26.0;0.0;0.0;0.0;1.0;1.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;;
2024;2024/2;SP;97;13.0;14.0;13.0;35.0;16.0;5.0;1.0;34.0;9.0;54.0;0.0;0.0;0.0;5.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;67.0;1.0;0.0
2024;2024/2;SP;158;14.0;21.0;17.0;53.0;44.0;6.0;3.0;79.0;11.0;68.0;;;;;;9.0;;2.0;;;;1.0;;;46.0;2.0;
2024;2024/2;SP;306;14.0;46.0;61.0;105.0;73.0;5.0;2.0;143.0;36.0;126.0;1.0;0.0;8.0;10.0;16.0;50.0;23.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;104.0;0.0;0.0
2024;2024/2;SP;293;11.0;35.0;57.0;94.0;73.0;20.0;3.0;153.0;69.0;69.0;2.0;0.0;0.0;0.0;20.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;49.0;0.0;0.0
2024;2024/2;SP;201;31.0;50.0;42.0;52.0;25.0;1.0;0.0;106.0;28.0;67.0;0.0;0.0;1.0;1.0;20.0;14.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110.0;16.0;5.0
2024;2024/2;SP;156;9.0;23.0;23.0;36.0;43.0;17.0;5.0;75.0;14.0;67.0;0.0;0.0;1.0;2.0;;1.0;;;;;;;;;30.0;;
2024;2024/2;SP;2501;306.0;496.0;592.0;792.0;281.0;32.0;2.0;1302.0;312.0;885.0;2.0;0.0;251.0;144.0;479.0;318.0;78.0;34.0;33.0;0.0;0.0;0.0;0.0;0.0;1021.0;;
2024;2024/2;SP;85;8.0;17.0;13.0;34.0;13.0;0.0;0.0;40.0;9.0;36.0;0.0;0.0;1.0;0.0;6.0;5.0;3.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;36.0;12.0;0.0
2024;2024/2;SP;193;28.0;45.0;39.0;57.0;20.0;4.0;0.0;83.0;31.0;77.0;2.0;0.0;11.0;;47.0;;;;;;;4.0;;;102.0;;
2024;2024/2;SP;271;23.0;44.0;37.0;83.0;58.0;24.0;2.0;129.0;23.0;119.0;0.0;0.0;0.0;2.0;3.0;48.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;55.0;0.0;0.0
2024;2024/2;SP;179;11.0;29.0;39.0;58.0;37.0;5.0;0.0;78.0;24.0;76.0;1.0;0.0;2.0;1.0;10.0;16.0;1.0;1.0;2.0;;;1.0;;;34.0;3.0;3.0
2024;2024/2;SP;181;36.0;44.0;39.0;43.0;19.0;0.0;0.0;64.0;16.0;101.0;0.0;0.0;0.0;4.0;0.0;32.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;127.0;0.0;0.0
2024;2024/2;SP;1159;267.0;240.0;196.0;349.0;99.0;7.0;1.0;349.0;98.0;712.0;0.0;0.0;133.0;;153.0;;13.0;;;2.0;;31.0;;;487.0;;
2024;2024/2;SP;1096;279.0;311.0;238.0;217.0;48.0;3.0;;236.0;114.0;744.0;1.0;1.0;28.0;42.0;81.0;362.0;12.0;7.0;1.0;0.0;0.0;3.0;12.0;2.0;459.0;9.0;0.0
2024;2024/2;SP;1343;310.0;281.0;222.0;414.0;108.0;6.0;2.0;723.0;114.0;503.0;3.0;0.0;101.0;51.0;123.0;68.0;1.0;5.0;1.0;0.0;0.0;5.0;23.0;0.0;752.0;0.0;0.0
2024;2024/2;SP;998;300.0;195.0;173.0;235.0;87.0;5.0;3.0;352.0;103.0;543.0;0.0;0.0;65.0;82.0;38.0;48.0;0.0;61.0;25.0;5.0;0.0;5.0;2.0;0.0;443.0;0.0;0.0
2024;2024/2;SP;1217;365.0;281.0;191.0;308.0;59.0;13.0;0.0;413.0;181.0;623.0;0.0;0.0;70.0;88.0;99.0;184.0;7.0;1.0;1.0;0.0;0.0;3.0;52.0;8.0;514.0;0.0;0.0
2024;2024/2;SP;2045;686.0;549.0;201.0;434.0;156.0;18.0;1.0;780.0;445.0;820.0;0.0;0.0;55.0;104.0;116.0;94.0;9.0;0.0;3.0;38.0;0.0;9.0;18.0;12.0;400.0;101.0;0.0
2024;2024/2;SP;1251;313.0;330.0;262.0;245.0;89.0;8.0;4.0;498.0;135.0;618.0;0.0;0.0;72.0;;201.0;;6.0;5.0;;;;17.0;;;844.0;;
2024;2024/2;SP;834;220.0;170.0;135.0;233.0;69.0;7.0;0.0;331.0;140.0;363.0;0.0;0.0;62.0;36.0;34.0;57.0;1.0;3.0;0.0;0.0;0.0;18.0;27.0;0.0;429.0;0.0;0.0
2024;2024/2;SP;1163;296.0;256.0;207.0;283.0;107.0;14.0;0.0;678.0;125.0;360.0;0.0;0.0;141.0;0.0;149.0;0.0;9.0;2.0;5.0;31.0;0.0;0.0;2.0;0.0;517.0;0.0;0.0
2024;2024/2;SP;1098;248.0;199.0;205.0;339.0;97.0;9.0;1.0;193.0;85.0;819.0;1.0;0.0;87.0;76.0;58.0;36.0;7.0;3.0;0.0;0.0;0.0;3.0;3.0;0.0;541.0;0.0;0.0
2024;2024/2;SP;2226;231.0;397.0;521.0;773.0;276.0;25.0;3.0;649.0;257.0;1317.0;3.0;0.0;105.0;234.0;216.0;387.0;13.0;3.0;3.0;2.0;0.0;9.0;7.0;1.0;924.0;145.0;0.0
2024;2024/2;SP;2244;290.0;454.0;483.0;727.0;264.0;22.0;4.0;761.0;185.0;1298.0;0.0;0.0;105.0;34.0;462.0;310.0;32.0;0.0;0.0;0.0;0.0;12.0;3.0;0.0;1046.0;0.0;0.0
2024;2024/2;SP;518;31.0;140.0;124.0;142.0;66.0;15.0;0.0;210.0;71.0;237.0;0.0;0.0;8.0;23.0;18.0;75.0;21.0;2.0;1.0;0.0;0.0;1.0;2.0;4.0;303.0;;
2024;2024/2;SP;1147;120.0;245.0;266.0;396.0;114.0;6.0;0.0;402.0;132.0;613.0;0.0;0.0;63.0;4.0;156.0;252.0;13.0;1.0;4.0;0.0;0.0;2.0;17.0;0.0;532.0;11.0;0.0
2024;2024/2;SP;1445;195.0;271.0;276.0;510.0;173.0;16.0;4.0;408.0;207.0;829.0;1.0;0.0;134.0;15.0;388.0;32.0;6.0;3.0;14.0;13.0;0.0;8.0;10.0;0.0;600.0;16.0;0.0
2024;2024/2;SP;1493;227.0;287.0;296.0;497.0;170.0;15.0;1.0;704.0;271.0;518.0;0.0;0.0;201.0;6.0;266.0;23.0;19.0;7.0;6.0;2.0;0.0;7.0;23.0;3.0;525.0;5.0;0.0
2024;2024/2;SP;1378;145.0;249.0;289.0;498.0;169.0;19.0;9.0;508.0;115.0;753.0;2.0;0.0;131.0;19.0;201.0;137.0;46.0;4.0;9.0;0.0;0.0;10.0;29.0;0.0;581.0;9.0;0.0
2024;2024/2;SP;41;3.0;15.0;6.0;12.0;4.0;1.0;;18.0;4.0;19.0;;;2.0;;19.0;;4.0;1.0;;;;;1.0;;6.0;;
2024;2024/2;SP;233;39.0;62.0;45.0;55.0;26.0;5.0;1.0;133.0;19.0;81.0;0.0;0.0;0.0;0.0;3.0;31.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;154.0;1.0;0.0
2024;2024/2;SP;234;20.0;35.0;56.0;70.0;44.0;7.0;2.0;120.0;20.0;93.0;0.0;1.0;13.0;5.0;17.0;8.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;109.0;0.0;0.0
2024;2024/2;SP;213;78.0;41.0;34.0;38.0;22.0;0.0;0.0;82.0;22.0;108.0;1.0;0.0;6.0;2.0;6.0;11.0;;;;;;1.0;;;143.0;32.0;1.0
2024;2024/2;SP;87;17.0;22.0;10.0;30.0;8.0;0.0;0.0;42.0;9.0;36.0;0.0;0.0;0.0;1.0;0.0;10.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;61.0;0.0;0.0
2024;2024/2;SP;83;7.0;19.0;23.0;26.0;7.0;1.0;0.0;41.0;8.0;34.0;0.0;0.0;5.0;0.0;20.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;47.0;0.0;0.0
2024;2024/2;SP;216;16.0;28.0;38.0;93.0;36.0;5.0;0.0;112.0;23.0;81.0;0.0;0.0;4.0;0.0;42.0;8.0;2.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;87.0;28.0;0.0
2024;2024/2;SP;221;66.0;51.0;34.0;39.0;28.0;3.0;0.0;73.0;26.0;122.0;0.0;0.0;11.0;;47.0;1.0;1.0;3.0;;;;;2.0;;108.0;19.0;
2024;2024/2;SP;144;28.0;33.0;26.0;38.0;17.0;2.0;0.0;78.0;13.0;53.0;0.0;0.0;0.0;3.0;0.0;11.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;98.0;1.0;0.0
2024;2024/2;SP;485;16.0;47.0;75.0;181.0;132.0;30.0;4.0;233.0;60.0;190.0;2.0;0.0;24.0;31.0;24.0;26.0;3.0;3.0;;;;;;;16.0;;
2024;2024/2;SP;312;21.0;57.0;62.0;114.0;50.0;5.0;3.0;147.0;25.0;140.0;0.0;0.0;24.0;0.0;40.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;;
2024;2024/2;SP;193;3.0;21.0;31.0;84.0;48.0;4.0;2.0;94.0;27.0;72.0;0.0;0.0;4.0;20.0;14.0;26.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0
2024;2024/2;SP;1217;585.0;374.0;129.0;110.0;19.0;0.0;0.0;431.0;144.0;640.0;2.0;0.0;2.0;4.0;104.0;523.0;1.0;0.0;0.0;1.0;0.0;0.0;6.0;1.0;537.0;1.0;37.0
2024;2024/2;SP;447;29.0;51.0;70.0;170.0;97.0;26.0;4.0;246.0;40.0;159.0;2.0;0.0;0.0;0.0;2.0;3.0;15.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0
2024;2024/2;SP;1517;296.0;310.0;306.0;464.0;133.0;8.0;0.0;462.0;175.0;876.0;4.0;0.0;132.0;0.0;0.0;565.0;4.0;0.0;0.0;0.0;0.0;19.0;27.0;0.0;618.0;0.0;0.0
2024;2024/2;SP;1612;213.0;347.0;427.0;503.0;110.0;10.0;2.0;546.0;291.0;775.0;0.0;0.0;191.0;332.0;205.0;238.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;620.0;0.0;4.0
2024;2024/2;SP;476;14.0;43.0;47.0;158.0;177.0;29.0;8.0;342.0;32.0;100.0;2.0;0.0;1.0;0.0;6.0;15.0;6.0;1.0;2.0;0.0;0.0;1.0;1.0;0.0;13.0;0.0;0.0
2024;2024/2;SP;2196;251.0;491.0;495.0;713.0;224.0;18.0;4.0;1057.0;269.0;869.0;1.0;;354.0;;454.0;;72.0;;;157.0;;;;;626.0;;
2024;2024/2;SP;572;71.0;108.0;128.0;194.0;62.0;6.0;3.0;247.0;58.0;266.0;1.0;0.0;9.0;23.0;3.0;74.0;27.0;22.0;0.0;0.0;0.0;4.0;1.0;0.0;329.0;0.0;1.0
2024;2024/2;SP;524;105.0;118.0;100.0;107.0;73.0;15.0;6.0;142.0;88.0;294.0;0.0;0.0;93.0;5.0;104.0;91.0;4.0;;;;;10.0;21.0;;131.0;4.0;
2024;2024/2;SP;730;86.0;143.0;117.0;255.0;111.0;17.0;1.0;257.0;79.0;394.0;0.0;0.0;39.0;34.0;20.0;59.0;16.0;7.0;0.0;3.0;0.0;4.0;1.0;0.0;447.0;7.0;0.0
2024;2024/2;SP;847;72.0;164.0;194.0;307.0;103.0;4.0;3.0;343.0;105.0;399.0;;;77.0;32.0;61.0;199.0;28.0;5.0;4.0;;;4.0;1.0;;326.0;1.0;
2024;2024/2;SP;2539;68.0;201.0;273.0;761.0;854.0;295.0;87.0;1121.0;209.0;1207.0;1.0;1.0;35.0;0.0;59.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0
2024;2024/2;SP;793;215.0;172.0;138.0;192.0;72.0;4.0;0.0;252.0;86.0;455.0;0.0;0.0;;111.0;;247.0;5.0;;14.0;;;47.0;;;302.0;;
2024;2024/2;SP;1401;135.0;350.0;321.0;459.0;124.0;9.0;3.0;675.0;153.0;569.0;3.0;1.0;36.0;61.0;68.0;243.0;39.0;;;;;4.0;3.0;;662.0;115.0;
2024;2024/2;SP;1488;46.0;92.0;155.0;425.0;516.0;201.0;53.0;538.0;132.0;818.0;0.0;0.0;26.0;;34.0;;;;;3.0;;;2.0;;31.0;;
2024;2024/2;SP;1344;65.0;232.0;348.0;552.0;142.0;4.0;1.0;413.0;170.0;761.0;0.0;0.0;23.0;153.0;133.0;507.0;42.0;20.0;32.0;0.0;0.0;9.0;64.0;1.0;921.0;68.0;1.0
2024;2024/2;SP;1187;182.0;269.0;294.0;328.0;104.0;10.0;0.0;587.0;227.0;373.0;0.0;0.0;247.0;5.0;291.0;8.0;7.0;0.0;0.0;0.0;0.0;7.0;20.0;0.0;518.0;15.0;0.0
2024;2024/2;SP;1346;258.0;325.0;262.0;363.0;125.0;11.0;2.0;568.0;193.0;585.0;0.0;0.0;96.0;191.0;183.0;236.0;57.0;37.0;10.0;6.0;0.0;20.0;10.0;16.0;398.0;0.0;0.0
2024;2024/2;SP;1279;223.0;333.0;251.0;357.0;105.0;7.0;3.0;460.0;208.0;611.0;0.0;0.0;163.0;11.0;184.0;70.0;11.0;5.0;2.0;0.0;0.0;2.0;26.0;0.0;640.0;2.0;16.0
2024;2024/2;SP;1407;62.0;190.0;268.0;636.0;238.0;12.0;1.0;646.0;149.0;607.0;5.0;0.0;34.0;139.0;89.0;354.0;129.0;20.0;10.0;0.0;0.0;4.0;2.0;0.0;274.0;1.0;0.0
2024;2024/2;SP;2254;121.0;231.0;341.0;756.0;634.0;140.0;31.0;710.0;348.0;1175.0;21.0;0.0;24.0;143.0;27.0;96.0;8.0;0.0;2.0;0.0;0.0;2.0;1.0;12.0;88.0;38.0;412.0
2024;2024/2;SP;1447;323.0;401.0;264.0;353.0;97.0;8.0;1.0;623.0;158.0;665.0;1.0;0.0;0.0;233.0;0.0;264.0;12.0;0.0;0.0;2.0;0.0;5.0;4.0;0.0;819.0;0.0;1.0
2024;2024/2;SP;1795;60.0;114.0;174.0;521.0;570.0;268.0;88.0;913.0;147.0;731.0;3.0;1.0;115.0;25.0;191.0;39.0;14.0;16.0;2.0;0.0;0.0;6.0;26.0;0.0;64.0;8.0;0.0
2024;2024/2;SP;897;99.0;148.0;175.0;285.0;134.0;34.0;22.0;353.0;118.0;426.0;0.0;0.0;30.0;35.0;37.0;110.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;450.0;5.0;0.0
2024;2024/2;SP;2228;474.0;490.0;501.0;551.0;185.0;27.0;0.0;871.0;235.0;1122.0;0.0;0.0;297.0;86.0;276.0;189.0;12.0;1.0;;3.0;;53.0;11.0;;950.0;;
2024;2024/2;SP;1251;85.0;288.0;325.0;439.0;106.0;6.0;2.0;303.0;170.0;778.0;0.0;0.0;0.0;47.0;0.0;325.0;70.0;17.0;2.0;0.0;1.0;1.0;1.0;0.0;646.0;0.0;0.0
2024;2024/2;SP;969;115.0;195.0;197.0;343.0;108.0;10.0;1.0;380.0;111.0;478.0;0.0;0.0;176.0;134.0;514.0;448.0;99.0;36.0;7.0;3.0;3.0;5.0;91.0;5.0;434.0;41.0;4.0
2024;2024/2;SP;2263;282.0;539.0;534.0;692.0;201.0;14.0;1.0;1010.0;245.0;1008.0;0.0;0.0;83.0;342.0;88.0;490.0;14.0;9.0;6.0;0.0;0.0;2.0;7.0;0.0;957.0;326.0;0.0
2024;2024/2;SP;1934;155.0;467.0;466.0;678.0;155.0;12.0;1.0;694.0;257.0;982.0;1.0;0.0;167.0;34.0;331.0;145.0;59.0;4.0;4.0;15.0;0.0;21.0;16.0;0.0;696.0;220.0;0.0
2024;2024/2;SP;899;127.0;222.0;226.0;277.0;38.0;7.0;2.0;303.0;180.0;416.0;0.0;0.0;;102.0;100.0;144.0;5.0;;;18.0;;12.0;;;459.0;;
2024;2024/2;SP;2703;71.0;199.0;376.0;858.0;846.0;249.0;104.0;1188.0;234.0;1279.0;2.0;0.0;;;;;;;;;;;;;133.0;;
2024;2024/2;SP;1250;74.0;196.0;332.0;485.0;147.0;15.0;1.0;508.0;139.0;601.0;2.0;0.0;2.0;142.0;0.0;544.0;10.0;26.0;11.0;0.0;0.0;1.0;21.0;1.0;276.0;9.0;0.0
2024;2024/2;SP;1199;281.0;421.0;263.0;165.0;64.0;5.0;0.0;349.0;158.0;691.0;1.0;0.0;38.0;63.0;114.0;328.0;3.0;11.0;0.0;0.0;0.0;2.0;2.0;0.0;537.0;41.0;0.0
2024;2024/2;SP;1540;94.0;261.0;337.0;640.0;187.0;20.0;1.0;622.0;115.0;797.0;6.0;0.0;9.0;57.0;76.0;404.0;181.0;32.0;26.0;0.0;0.0;0.0;1.0;1.0;519.0;3.0;0.0
2024;2024/2;SP;1358;95.0;209.0;289.0;558.0;192.0;13.0;2.0;491.0;149.0;717.0;0.0;1.0;247.0;5.0;433.0;29.0;45.0;18.0;4.0;1.0;;8.0;2.0;;269.0;;
2024;2024/2;SP;1375;41.0;120.0;187.0;494.0;413.0;92.0;28.0;467.0;152.0;752.0;0.0;4.0;;21.0;;59.0;7.0;1.0;2.0;;;2.0;1.0;;63.0;;
2024;2024/2;SP;1291;205.0;369.0;297.0;327.0;84.0;9.0;;645.0;87.0;558.0;1.0;;40.0;6.0;277.0;26.0;48.0;5.0;3.0;5.0;;3.0;3.0;;736.0;;
2024;2024/2;SP;980;133.0;179.0;192.0;332.0;129.0;12.0;3.0;448.0;93.0;0.0;439.0;0.0;40.0;40.0;54.0;64.0;27.0;5.0;2.0;0.0;0.0;7.0;4.0;0.0;578.0;14.0;0.0
2024;2024/2;SP;2193;285.0;419.0;403.0;745.0;303.0;33.0;5.0;782.0;271.0;1139.0;1.0;0.0;33.0;122.0;44.0;501.0;63.0;85.0;22.0;0.0;0.0;25.0;11.0;0.0;1070.0;0.0;0.0
2024;2024/2;SP;685;91.0;140.0;121.0;241.0;85.0;6.0;1.0;280.0;284.0;121.0;0.0;0.0;19.0;32.0;54.0;76.0;14.0;2.0;6.0;;;12.0;;;405.0;8.0;
2024;2024/2;SP;382;24.0;62.0;59.0;155.0;71.0;10.0;1.0;140.0;35.0;205.0;2.0;;37.0;;69.0;;13.0;5.0;6.0;;;;9.0;;207.0;4.0;
2024;2024/2;SP;833;227.0;178.0;156.0;220.0;47.0;4.0;1.0;261.0;146.0;426.0;0.0;0.0;100.0;15.0;204.0;60.0;3.0;4.0;1.0;3.0;0.0;1.0;1.0;1.0;352.0;2.0;0.0
2024;2024/2;SP;836;119.0;184.0;162.0;269.0;92.0;9.0;1.0;313.0;95.0;428.0;;;84.0;49.0;62.0;49.0;20.0;17.0;9.0;;;6.0;14.0;;423.0;33.0;
2024;2024/2;SP;2850;95.0;330.0;568.0;1267.0;547.0;38.0;5.0;836.0;526.0;5.0;1483.0;0.0;43.0;682.0;41.0;487.0;43.0;7.0;68.0;0.0;0.0;153.0;38.0;0.0;444.0;230.0;0.0
2024;2024/2;SP;503;12.0;42.0;61.0;214.0;164.0;10.0;0.0;288.0;53.0;0.0;162.0;0.0;0.0;7.0;6.0;101.0;66.0;3.0;35.0;0.0;0.0;1.0;0.0;0.0;97.0;26.0;3.0
2024;2024/2;SP;824;37.0;96.0;114.0;247.0;265.0;51.0;14.0;295.0;95.0;434.0;0.0;0.0;31.0;3.0;43.0;16.0;24.0;3.0;2.0;;;3.0;1.0;;96.0;2.0;1.0
2024;2024/2;SP;1576;353.0;370.0;312.0;412.0;118.0;10.0;1.0;511.0;129.0;936.0;0.0;0.0;166.0;;;245.0;5.0;2.0;2.0;;;4.0;;2.0;1083.0;12.0;
2024;2024/2;SP;1430;147.0;379.0;365.0;415.0;112.0;12.0;0.0;572.0;172.0;686.0;0.0;0.0;0.0;52.0;160.0;300.0;49.0;6.0;23.0;0.0;0.0;0.0;0.0;0.0;900.0;88.0;0.0
2024;2024/2;SP;1257;222.0;326.0;289.0;320.0;88.0;12.0;0.0;361.0;217.0;679.0;0.0;0.0;333.0;;184.0;;9.0;;7.0;;;43.0;;;480.0;;
2024;2024/2;SP;1239;119.0;256.0;309.0;440.0;100.0;12.0;3.0;444.0;119.0;676.0;0.0;0.0;6.0;81.0;;342.0;85.0;;;10.0;;;;;546.0;;
2024;2024/2;SP;1946;85.0;284.0;420.0;848.0;286.0;19.0;4.0;872.0;190.0;884.0;;;120.0;318.0;169.0;1032.0;157.0;38.0;129.0;;;30.0;18.0;;570.0;468.0;120.0
2024;2024/2;SP;1507;407.0;427.0;286.0;284.0;89.0;11.0;3.0;452.0;132.0;923.0;0.0;0.0;24.0;63.0;50.0;223.0;3.0;8.0;0.0;0.0;0.0;2.0;4.0;0.0;1078.0;3.0;7.0
2024;2024/2;SP;1519;349.0;390.0;291.0;389.0;95.0;5.0;0.0;670.0;154.0;694.0;1.0;0.0;79.0;21.0;265.0;29.0;3.0;3.0;;4.0;;8.0;12.0;;1014.0;;
2024;2024/2;SP;1493;84.0;275.0;394.0;584.0;147.0;8.0;1.0;595.0;209.0;689.0;0.0;0.0;27.0;32.0;156.0;483.0;56.0;11.0;30.0;0.0;0.0;3.0;2.0;0.0;424.0;121.0;0.0
2024;2024/2;SP;1551;310.0;425.0;344.0;331.0;133.0;6.0;2.0;593.0;410.0;548.0;;;26.0;106.0;81.0;505.0;44.0;;20.0;;;;;;510.0;75.0;
2024;2024/2;SP;528;3.0;14.0;30.0;227.0;250.0;4.0;0.0;236.0;49.0;242.0;1.0;0.0;12.0;58.0;2.0;330.0;121.0;10.0;78.0;0.0;0.0;11.0;66.0;5.0;243.0;113.0;2.0
2024;2024/2;SP;2122;150.0;305.0;517.0;789.0;340.0;18.0;3.0;787.0;249.0;1085.0;1.0;0.0;107.0;215.0;88.0;390.0;37.0;0.0;0.0;0.0;0.0;21.0;5.0;0.0;;;
2024;2024/2;SP;1409;231.0;354.0;329.0;325.0;146.0;24.0;;671.0;160.0;578.0;;;102.0;;;387.0;29.0;;;;;18.0;;;655.0;;
2024;2024/2;SP;1203;286.0;391.0;245.0;230.0;49.0;2.0;0.0;398.0;140.0;662.0;3.0;0.0;154.0;3.0;359.0;10.0;5.0;4.0;1.0;1.0;;1.0;19.0;;574.0;5.0;
2024;2024/2;SP;1259;81.0;306.0;331.0;430.0;103.0;6.0;2.0;488.0;132.0;1.0;638.0;0.0;93.0;45.0;81.0;43.0;38.0;;;2.0;;2.0;2.0;;897.0;;
2024;2024/2;SP;1155;307.0;339.0;230.0;216.0;53.0;9.0;1.0;320.0;223.0;610.0;2.0;;48.0;4.0;271.0;63.0;14.0;7.0;0.0;1.0;0.0;0.0;6.0;0.0;697.0;3.0;0.0
2024;2024/2;SP;1369;226.0;353.0;305.0;372.0;101.0;9.0;3.0;673.0;116.0;579.0;1.0;;19.0;28.0;20.0;337.0;35.0;5.0;3.0;0.0;0.0;1.0;4.0;0.0;788.0;4.0;0.0
2024;2024/2;SP;1254;144.0;282.0;303.0;421.0;97.0;6.0;1.0;392.0;128.0;734.0;0.0;0.0;0.0;89.0;0.0;446.0;17.0;3.0;0.0;0.0;0.0;13.0;4.0;0.0;516.0;0.0;0.0
